consumption_1470-1494,[]
avarice_1620-1644,"['luxury', 'auarice', 'vainglory', 'vaineglory', 'couetousnesse', 'prodigality', 'luxurie', 'sloath', 'rapine', 'covetousnesse', 'voluptuousnesse', 'lucre', 'pryde', 'vnbridled', 'cowardise', 'sensuality', 'wantonnesse', 'worldlinesse', 'luxurious', 'intemperate']"
possess_1620-1644,"['svvim', 'bizantium', 'traperus', 'nicht', 'caufield', 'nnegligenter', 'reasoun', 'peaceful', 'totnesse', 'cheerish', 'pretermissis', 'sty', 'brvti', 'tynd', 'disgrce', 'amisi', 'parapomisus', 'lusoriam', 'chapplets', 'effectuosissim']"
possession_1620-1644,"['inheritance', 'restitution', 'safetie', 'kingdome', 'safety', 'estate', 'stocke', 'treasure', 'libertie', 'ayssrians', 'priuiledge', 'crown', 'liberty', 'happinesse', 'goods', 'priviledge', 'happines', 'kingdom', 'possessions', 'freedome']"
possessing_1620-1644,"['preseruing', 'vniting', 'gviana', 'gouerning', 'preserving', 'retards', 'inriching', 'uniting', 'purchasing', 'conservation', 'exposing', 'respecting', 'imploying', 'guiding', 'imbroyling', 'improving', 'securing', 'cocerned', 'hazarding', 'dilgence']"
busy_1620-1644,"['unstudied', 'swadled', 'mannerly', 'mealemouthd', 'ouerclad', 'defraid', 'adversatively', 'corbum', 'elaborat', 'bricquebec', 'vncasd', 'saidgod', 'inquisitiue', 'inchaunted', 'buntings', 'daintily', 'probabilia', 'bacchius', 'atheismi', 'proselytos']"
businesse_1620-1644,"['busines', 'designe', 'affaires', 'enterprise', 'purpose', 'voyage', 'imployment', 'affaire', 'intent', 'project', 'prosecution', 'employment', 'expedition', 'design', 'opportunity', 'matter', 'taske', 'aduice', 'consideration', 'occasion']"
need_1620-1644,"['neede', 'cimer', 'doe', 'will', 'care', 'do', 'hope', 'sepelivi', 'doubt', 'hayleshower', 'done', 'would', 'account', 'advantage', 'shall', 'wil', 'liquorishnes', 'cause', 'dupleix', 'feare']"
necessity_1620-1644,"['necessitie', 'remedie', 'restraint', 'effect', 'remedy', 'limitation', 'consequence', 'possibility', 'scandall', 'cause', 'determination', 'refusall', 'prejudice', 'triall', 'appearance', 'reason', 'necessarily', 'prohibition', 'necessary', 'matter']"
needing_1620-1644,"['admits', 'rarespringd', 'moretrelcatic', 'bouze', 'expressious', 'muces', 'dromodaries', 'flittermouse', 'pompeo', 'unattempted', 'diuellsc', 'liberateurs', 'admittes', 'outweighs', 'admitteth', 'needeth', 'eedest', 'meaues', 'pmice', 'incuable']"
necessary_1620-1644,"['necessarie', 'needfull', 'requisite', 'profitable', 'lawfull', 'expedient', 'required', 'usefull', 'commendable', 'indifferent', 'fitting', 'vsefull', 'necessitie', 'difficult', 'fittest', 'convenient', 'reasonable', 'pertinent', 'fit', 'necessity']"
meed_1620-1644,"['vertus', 'enue', 'prowis', 'vnhappinesse', 'payde', 'lillis', 'gallantry', 'raritys', 'deepdyd', 'sones', 'verdingallbreeches', 'rivals', 'machauell', 'buisinesse', 'raping', 'falernum', 'tulip', 'hnds', 'ostents', 'bauty']"
budge_1620-1644,"['guilders', 'ferie', 'iuggleth', 'cavere', 'sherbourne', 'illuminatur', 'loset', 'hartogenbosh', 'newbridge', 'venters', 'spet', 'comen', 'voltere', 'frette', 'passere', 'innotuerm', 'grifin', 'draggd', 'subtegmen', 'shopp']"
waster_1620-1644,"['skarcrow', 'vulgarspirited', 'servilty', 'catarr', 'noctivagorum', 'corrosiue', 'brokenspirit', 'denizan', 'iohnindifferent', 'relin', 'beneat', 'tenderheart', 'prevaricator', 'loser', 'escuriell', 'rnawaies', 'sneberg', 'complish', 'onlyc', 'cherylips']"
speculation_1620-1644,"['contemplation', 'conceipt', 'inspection', 'phantasie', 'conceite', 'apprehension', 'expression', 'imagination', 'conceptions', 'invention', 'capacitie', 'notions', 'composure', 'expressions', 'fiction', 'speculations', 'sence', 'curiositie', 'inuention', 'semblance']"
debitum_1620-1644,"['poterit', 'brevi', 'reliquis', 'pignora', 'fabulam', 'ulla', 'studiorum', 'artus', 'fructum', 'prole', 'ideoque', 'intere', 'teque', 'audiamus', 'formas', 'fructus', 'perfectam', 'publici', 'praemia', 'quodque']"
debt_1620-1644,"['debts', 'ransome', 'wages', 'payment', 'forfeiture', 'fee', 'bargaine', 'debtor', 'creditor', 'surety', 'recompence', 'release', 'punishment', 'paiment', 'reward', 'pay', 'price', 'conuertite', 'money', 'soilder']"
expense_1620-1644,"['toyl', 'unquietnes', 'sasafras', 'ruitlesse', 'testeeme', 'famyne', 'vexd', 'leapingviolent', 'peregrintation', 'sweats', 'throes', 'innubile', 'elegantaauthours', 'quaffing', 'currage', 'profusely', 'shamgars', 'prisners', 'atropos', 'chargable']"
gain_1620-1644,"['gaine', 'purchase', 'redound', 'procure', 'gayne', 'obtaine', 'obtain', 'lose', 'profite', 'forgoe', 'winne', 'encrease', 'recompense', 'profit', 'imploy', 'want', 'sustaine', 'relieue', 'contribute', 'augment']"
miser_1620-1644,"['benignissimum', 'mulier', 'pereo', 'ignauumque', 'mendax', 'procul', 'moechae', 'pauper', 'pomate', 'cupido', 'rosa', 'amantes', 'eheu', 'videris', 'pudor', 'vivunt', 'nusquam', 'puer', 'proximus', 'petit']"
fortune_1620-1644,"['fate', 'fortunes', 'misfortune', 'fates', 'hopes', 'foe', 'successe', 'ambition', 'hap', 'destiny', 'fame', 'prize', 'expectation', 'designe', 'sufferance', 'destinies', 'valour', 'mischiefe', 'powr', 'chance']"
fortuna_1620-1644,"['tanto', 'magnis', 'multis', 'fuisse', 'ubi', 'virum', 'cujus', 'mala', 'domi', 'fugit', 'tuae', 'meliora', 'quas', 'una', 'tam', 'diu', 'scelus', 'nil', 'tandem', 'illius']"
use_1620-1644,"['vse', 'exercise', 'worke', 'account', 'good', 'serve', 'practise', 'for', 'shew', 'effect', 'therefore', 'choice', 'secondly', 'serue', 'used', 'profitable', 'instruction', 'work', 'necessitie', 'thirdly']"
usury_1620-1644,"['vsury', 'theft', 'penaltie', 'extortion', 'vsurie', 'usurie', 'fraud', 'penalty', 'simonie', 'prescription', 'sacriledge', 'suggestion', 'monopolies', 'gayming', 'exaction', 'exportation', 'damages', 'folace', 'restraint', 'scandal']"
interest_1620-1644,"['priuiledge', 'priviledge', 'propriety', 'obligation', 'respect', 'prerogatiue', 'oversight', 'imployment', 'dependance', 'freedome', 'sufficiency', 'conicience', 'abilitie', 'allowance', 'share', 'reputation', 'employment', 'estimation', 'advancement', 'prerogative']"
temperance_1620-1644,"['gentlenesse', 'sobriety', 'fortitude', 'prudence', 'honestie', 'mildnesse', 'magnanimity', 'constancie', 'meekenesse', 'grauitie', 'pietie', 'magnanimitie', 'sobrietie', 'liberality', 'affability', 'constancy', 'vprightnesse', 'gravity', 'lowlinesse', 'loayltie']"
consumption_1645-1669,"['feaver', 'flux', 'fever', 'convulsion', 'distemper', 'disease', 'dropsie', 'quartan', 'headach', 'putrefaction', 'tertian', 'quotidian', 'vomiting', 'constipation', 'evacuation', 'malady', 'cough', 'lethargy', 'stoppage', 'agues']"
consume_1645-1669,"['burn', 'devoure', 'burne', 'drown', 'devour', 'overflow', 'scatter', 'rend', 'crush', 'melt', 'kindle', 'infect', 'quench', 'extinguish', 'breake', 'gnaw', 'fade', 'swim', 'choak', 'defile']"
cupiditas_1645-1669,"['humeris', 'placeo', 'assiduis', 'nasci', 'jacere', 'oratores', 'philosophiam', 'honoribus', 'sequaces', 'plurimis', 'nullas', 'insolens', 'rationum', 'montis', 'amplectitur', 'inanibus', 'optimae', 'marito', 'periculis', 'nexu']"
cupidity_1645-1669,"['illconquest', 'faintnesse', 'lasciviousnesse', 'selfelove', 'expel', 'unexecuted', 'cankred', 'putrifaction', 'flamation', 'mortify', 'stoppings', 'covetousnes', 'pertransisset', 'enticed', 'aquilegia', 'allayeth', 'concupiscentiall', 'headspring', 'selfwill', 'sucke']"
curiositas_1645-1669,"['cursus', 'induit', 'alioquin', 'destruit', 'servi', 'cujusque', 'frequens', 'viginti', 'mineralibus', 'precibus', 'futurae', 'facultas', 'utrinque', 'curat', 'superis', 'melioris', 'alisque', 'mutua', 'solummodo', 'civilem']"
curiosity_1645-1669,"['skill', 'studies', 'fancy', 'skil', 'forwardness', 'ostentation', 'ingenuity', 'proficiency', 'study', 'industry', 'curiosities', 'enquiries', 'abilities', 'oratory', 'diversion', 'genius', 'wits', 'dexterity', 'humour', 'affectation']"
greed_1645-1669,"['comentary', 'gafter', 'orengetree', 'tergiuersation', 'cantabrick', 'gallypots', 'kife', 'apurtenances', 'swouning', 'muscelshel', 'naule', 'beverstonecastle', 'bier', 'nazaganset', 'scrambled', 'dependancie', 'horsefoal', 'allisio', 'apendixes', 'releeued']"
desire_1645-1669,"['hope', 'desiring', 'desires', 'endeavour', 'pray', 'comfort', 'love', 'accept', 'request', 'therefore', 'affection', 'wish', 'desired', 'conceive', 'beg', 'grant', 'fiisti', 'satisfaction', 'seek', 'think']"
appetite_1645-1669,"['humor', 'appetites', 'humour', 'lust', 'imagination', 'dulness', 'nutriment', 'inclination', 'copulation', 'excesse', 'stomack', 'quickness', 'poison', 'brain', 'disposition', 'pulse', 'heat', 'nourishment', 'stomach', 'itch']"
lust_1645-1669,"['concupiscence', 'poison', 'pride', 'sting', 'lusts', 'covetousnesse', 'wantonnesse', 'venome', 'intemperance', 'appetite', 'poyson', 'covetousness', 'flesh', 'unsatiable', 'envy', 'malice', 'sensuality', 'passion', 'madness', 'hardnesse']"
lvst_1645-1669,"['lingano', 'prophylacticus', 'aconitalia', 'thimon', 'psteritiec', 'wellunderstood', 'draull', 'manwairing', 'queenwife', 'christianmeeting', 'deaneparke', 'kindomc', 'sighesc', 'rejoycingwhich', 'glacae', 'itminnocentius', 'nobilitte', 'depauperationem', 'daery', 'oxiates']"
libido_1645-1669,"['plagas', 'tramite', 'novos', 'undis', 'genio', 'proles', 'oscula', 'ingeniis', 'satur', 'fastus', 'producere', 'laurus', 'impia', 'modos', 'laboribus', 'frigus', 'arces', 'incendia', 'exilium', 'iisque']"
avarice_1645-1669,"['ambition', 'prodigality', 'luxury', 'baseness', 'insolency', 'cowardise', 'sloth', 'pride', 'insolence', 'cowardize', 'basenesse', 'crueltie', 'detraction', 'rancour', 'covetousness', 'intemperance', 'cruelty', 'treachery', 'vainglory', 'rapine']"
possess_1645-1669,"['possesse', 'injoy', 'enjoy', 'inherit', 'bless', 'partake', 'accompany', 'forget', 'deprive', 'enrich', 'restore', 'imbrace', 'invest', 'bereave', 'faile', 'undoe', 'survive', 'befriend', 'confine', 'ravish']"
possession_1645-1669,"['libertie', 'freedom', 'liberty', 'estate', 'remainder', 'inheritance', 'priviledge', 'birthright', 'security', 'freedome', 'freehold', 'goods', 'tenure', 'treasury', 'reversion', 'patrimony', 'restitution', 'lands', 'privilege', 'bond']"
possessing_1645-1669,"['preserves', 'possesseth', 'possesses', 'excels', 'oreshadowing', 'disposes', 'contributes', 'retains', 'supports', 'filleth', 'overballancing', 'possessed', 'excelling', 'surpasseth', 'sustaining', 'fancying', 'advances', 'diffusive', 'converses', 'excelled']"
busy_1645-1669,"['busie', 'shy', 'costive', 'pragmaticall', 'touchy', 'skillfull', 'packstaffe', 'overtimerous', 'dexterous', 'unskilfull', 'chary', 'disorderd', 'selfeconceited', 'wenth', 'troublesom', 'characterd', 'pesterd', 'ruinously', 'austerely', 'busiest']"
businesse_1645-1669,"['business', 'busines', 'design', 'designe', 'affair', 'affairs', 'purpose', 'affaires', 'project', 'undertaking', 'discourse', 'question', 'journey', 'debate', 'task', 'enterprise', 'consultation', 'taske', 'expedition', 'matter']"
need_1645-1669,"['neede', 'doe', 'do', 'obstinatley', 'hope', 'nay', 'doubt', 'can', 'should', 'done', 'needed', 'would', 'will', 'asxerasmus', 'trouble', 'affectionm', 'must', 'then', 'else', 'heelennet']"
necessity_1645-1669,"['necessitie', 'possibility', 'consequence', 'necessarily', 'consequently', 'matter', 'consequent', 'reason', 'inconvenience', 'meerly', 'obligation', 'difficulty', 'voluntary', 'effect', 'prohibition', 'performance', 'restraint', 'secondly', 'result', 'necessary']"
needing_1645-1669,"['slighter', 'wiih', 'arisings', 'conductive', 'tadorne', 'circumferential', 'sephs', 'indivision', 'shifters', 'evitable', 'deends', 'preexistent', 'tisi', 'heeding', 'heterogeneal', 'handsomnesse', 'accuratenesse', 'selfend', 'baes', 'reteining']"
necessary_1645-1669,"['requisite', 'necessarie', 'needfull', 'needful', 'profitable', 'fitting', 'usefull', 'required', 'expedient', 'useful', 'sufficient', 'difficult', 'possible', 'effectuall', 'consequently', 'reasonable', 'convenient', 'proper', 'warrantable', 'indifferent']"
meed_1645-1669,"['braverie', 'degre', 'renoune', 'trophy', 'memry', 'progenie', 'guerdion', 'mecenas', 'jem', 'streins', 'immortalize', 'trophie', 'melcoshus', 'ruiter', 'foyle', 'braggadochio', 'victim', 'conrage', 'diadems', 'gaities']"
budge_1645-1669,"['foynes', 'foyns', 'batchellors', 'stooles', 'facing', 'hoods', 'pursfull', 'systrums', 'flockes', 'turband', 'fifes', 'stonesthe', 'doublets', 'faced', 'targets', 'flags', 'musquets', 'steeples', 'flank', 'catts']"
waster_1645-1669,"['vtuous', 'puzzeling', 'muckworme', 'shedim', 'charistus', 'varonl', 'friendlesse', 'acadmus', 'spoiler', 'nonvallity', 'starveling', 'winebibber', 'feeblenes', 'wasnaetha', 'vanting', 'burush', 'inheited', 'godrobber', 'raskal', 'atonges']"
wasture_1645-1669,"['dispsiios', 'tavay', 'mouthymalignant', 'piesly', 'quandum', 'sensana', 'volete', 'mercyhe', 'tainsworth', 'imbreath', 'hagrographer', 'baptme', 'aughredadyn', 'neglexeritis', 'melchisedecc', 'housys', 'yetravelling', 'bandlets', 'ulphrous', 'disrustfull']"
speculation_1645-1669,"['speculative', 'philosophie', 'metaphysical', 'theory', 'philosophy', 'ratiocination', 'abstruse', 'phansie', 'science', 'mathematicall', 'enthusiasme', 'elegancy', 'reasoning', 'metaphysicks', 'notional', 'comprehension', 'contemplative', 'speculations', 'elocution', 'theology']"
debitum_1645-1669,"['rei', 'ipsius', 'donum', 'absque', 'aliqua', 'aliam', 'terminos', 'prout', 'grati', 'testimonium', 'debent', 'sensus', 'formam', 'habeat', 'judicium', 'partibus', 'partium', 'usum', 'loci', 'memoriam']"
debt_1645-1669,"['payment', 'creditor', 'debts', 'debtor', 'forfeiture', 'ransom', 'costs', 'surety', 'reparation', 'ransome', 'fee', 'release', 'arrears', 'tenant', 'paying', 'compensation', 'arreares', 'reversion', 'default', 'lease']"
expense_1645-1669,"['expence', 'extreamity', 'expenses', 'outvoting', 'augmenting', 'rycotthe', 'nurcerie', 'gaines', 'indigence', 'stocke', 'manufactory', 'patrimonies', 'abating', 'enrichment', 'fiering', 'mural', 'expectance', 'scutcheon', 'incomes', 'encreasing']"
gain_1645-1669,"['gaine', 'purchase', 'win', 'lose', 'preferment', 'gaining', 'get', 'profit', 'procure', 'advance', 'obtain', 'recover', 'credit', 'support', 'advantage', 'want', 'encrease', 'prize', 'obtaine', 'recompence']"
miser_1645-1669,"['pauper', 'hei', 'plu', 'solus', 'perforato', 'lente', 'stultum', 'amat', 'heu', 'junonis', 'cur', 'topazius', 'teneatis', 'laboras', 'perstat', 'platonicus', 'erg', 'tibbot', 'stupent', 'mori']"
fortune_1645-1669,"['fate', 'destiny', 'misfortune', 'fortunes', 'valour', 'fame', 'powr', 'successe', 'fates', 'foe', 'prize', 'rival', 'hopes', 'success', 'ambition', 'adventures', 'prince', 'genius', 'youth', 'mistress']"
fortuna_1645-1669,"['sui', 'quum', 'regum', 'altera', 'unius', 'majores', 'numero', 'vt', 'trium', 'totus', 'magno', 'unde', 'quaelibet', 'hominum', 'cunctis', 'prim', 'numerus', 'temporis', 'duo', 'maxima']"
use_1645-1669,"['choice', 'lastly', 'therefore', 'for', 'good', 'uses', 'secondly', 'used', 'but', 'thirdly', 'using', 'application', 'want', 'only', 'practise', 'also', 'helps', 'it', 'austinesthat', 'purpose']"
usury_1645-1669,"['vsury', 'extortion', 'exaction', 'penalty', 'theft', 'pecuniary', 'robbery', 'compensatory', 'offenders', 'sacrilege', 'rigor', 'taxes', 'compulsion', 'inflicting', 'excise', 'overlight', 'penalties', 'forfeiture', 'sacriledge', 'damage']"
interest_1645-1669,"['interests', 'subjects', 'reputation', 'freedome', 'security', 'defence', 'disadvantage', 'government', 'concernments', 'freedom', 'priviledge', 'establishment', 'prerogative', 'advantage', 'libertie', 'safety', 'authority', 'rights', 'subiects', 'prejudice']"
temperance_1645-1669,"['sobriety', 'fortitude', 'gentlenesse', 'frugality', 'gentleness', 'meeknesse', 'continence', 'pietie', 'juststice', 'meekhess', 'mildness', 'meekness', 'magnanimity', 'moderation', 'chastity', 'piety', 'spiritedness', 'humilitie', 'equanimity', 'sinceritie']"
consumptioner_1645-1669,"['irrotulatum', 'testamentsbeing', 'bloudaand', 'chalford', 'galindae', 'phisosophers', 'statecontest', 'thentwentieth', 'eschwin', 'gilert', 'incarnationp', 'memphodorus', 'aylsius', 'boxious', 'magalesia', 'herir', 'jsraelites', 'whinh', 'arepoor', 'venderent']"
consumption_1670-1700,"['flux', 'cheapness', 'circulation', 'disease', 'dropsie', 'digestion', 'evacuation', 'fever', 'gout', 'urin', 'ferment', 'urine', 'stomack', 'distemper', 'wool', 'malady', 'purging', 'cure', 'fluxes', 'vomiting']"
consume_1670-1700,"['drown', 'devour', 'burn', 'rend', 'choak', 'nourish', 'quench', 'crush', 'defile', 'scatter', 'purge', 'melt', 'bleed', 'strip', 'infect', 'wash', 'exhaust', 'extinguish', 'swim', 'vex']"
cupiditas_1670-1700,"['immanes', 'poni', 'videar', 'ullum', 'auctoritatis', 'juvenum', 'cogitatis', 'laudat', 'intelligimus', 'alioqui', 'solvi', 'bibit', 'remedii', 'periculi', 'assequi', 'ducti', 'arboribus', 'fluat', 'dentur', 'spatii']"
cupidity_1670-1700,"['seedplot', 'mortifid', 'vso', 'coachwheels', 'ccxix', 'overstockd', 'wildernes', 'morgagd', 'conceitednes', 'pockie', 'incommodious', 'heavie', 'dispeopled', 'eponymous', 'perfideous', 'songmy', 'morpheu', 'distastfull', 'prettynes', 'continnually']"
curiositas_1670-1700,"['proprius', 'moderatur', 'errantes', 'dubium', 'praeceptis', 'defuit', 'vitare', 'rarus', 'dignoscere', 'oratione', 'assueta', 'doloris', 'indigna', 'nuda', 'faciles', 'penetrans', 'quatit', 'miraculorum', 'servantur', 'bonarum']"
curiosity_1670-1700,"['diversion', 'complaisance', 'business', 'talent', 'thoughts', 'divertisement', 'regalio', 'acquaintance', 'minde', 'humour', 'attention', 'forwardness', 'skill', 'readers', 'mind', 'disesteem', 'thinking', 'leisure', 'fancy', 'studies']"
greed_1670-1700,"['gud', 'nell', 'cris', 'bret', 'fur', 'spr', 'humph', 'hum', 'saun', 'grub', 'tope', 'smug', 'nibs', 'ting', 'doll', 'frowz', 'rais', 'bisk', 'sq', 'mum']"
desire_1670-1700,"['hope', 'wish', 'endeavour', 'comfort', 'satisfaction', 'pray', 'love', 'mind', 'advise', 'desiring', 'address', 'desires', 'accept', 'intreat', 'think', 'therefore', 'do', 'subjungebat', 'intobottles', 'mundusreceptaculum']"
appetite_1670-1700,"['appetites', 'palate', 'stomack', 'inordinate', 'gust', 'stomach', 'dulness', 'humor', 'inclination', 'warmth', 'excess', 'pulse', 'stomachs', 'choler', 'inclinations', 'vigour', 'nourishment', 'ferment', 'thirst', 'affections']"
lust_1670-1700,"['avarice', 'pride', 'covetousness', 'lustful', 'sensuality', 'lusts', 'intemperance', 'voluptuousness', 'fierceness', 'concupiscence', 'rage', 'brutish', 'brutal', 'prodigality', 'ambition', 'haughtiness', 'wantonness', 'poison', 'madness', 'sting']"
lvst_1670-1700,"['shamings', 'tyrianpurple', 'clairiaux', 'asancaru', 'worsethan', 'turnebius', 'queenwife', 'foediate', 'whitehso', 'luminaties', 'tenentiu', 'compagination', 'andscope', 'eilchwaith', 'tadan', 'pylott', 'hugezungave', 'londlody', 'itynerarium', 'aroganciae']"
libido_1670-1700,"['manifesta', 'fluctus', 'fundamenta', 'credas', 'praesens', 'mentes', 'britannis', 'vultum', 'protinus', 'literatorum', 'auras', 'aculeis', 'philosophiam', 'aequa', 'pietatem', 'equos', 'doloribus', 'sylvis', 'lacte', 'tuos']"
avarice_1670-1700,"['covetousness', 'prodigality', 'cowardise', 'ambition', 'pride', 'luxury', 'baseness', 'lust', 'effeminacy', 'sloth', 'barbarity', 'brutal', 'rapine', 'cruelty', 'profuseness', 'popularity', 'sordid', 'haughtiness', 'sensuality', 'laziness']"
possess_1670-1700,"['enjoy', 'engross', 'injoy', 'yield', 'annoy', 'invade', 'sustain', 'enrich', 'lose', 'bereave', 'aspire', 'deprive', 'forego', 'quit', 'participate', 'outdo', 'restore', 'covet', 'abandon', 'dispose']"
possession_1670-1700,"['estate', 'security', 'inheritance', 'liberty', 'priviledge', 'lands', 'kingdom', 'revenue', 'solicitetur', 'profits', 'possessions', 'reversion', 'dominion', 'crown', 'affluenc', 'goods', 'succession', 'heirs', 'custody', 'rent']"
possessing_1670-1700,"['enjoying', 'enjoys', 'enjoy', 'possess', 'supports', 'possest', 'enjoyd', 'enjoyed', 'preserves', 'enjoyment', 'prosperity', 'possessd', 'secures', 'sacrifize', 'injoying', 'envied', 'shard', 'recovering', 'bereft', 'wealth']"
busy_1670-1700,"['busie', 'squeamish', 'troublesom', 'talkative', 'sawcy', 'timorous', 'pert', 'wary', 'pittiful', 'rude', 'silly', 'pitiful', 'timerous', 'noisy', 'sneaking', 'peevish', 'clownish', 'senceless', 'giddy', 'dextrous']"
businesse_1670-1700,"['lorship', 'maltman', 'nostriles', 'theopolitica', 'statutableness', 'adress', 'entitas', 'sene', 'countryc', 'consert', 'junckets', 'purpos', 'layick', 'proposall', 'dubitabam', 'emies', 'instalment', 'inhabitat', 'domestics', 'sovereignif']"
need_1670-1700,"['do', 'needed', 'can', 'will', 'doubt', 'hope', 'cannot', 'shall', 'proximopro', 'sprett', 'would', 'avoked', 'may', 'should', 'could', 'hardhd', 'scismatis', 'if', 'must', 'ought']"
necessity_1670-1700,"['consequence', 'possibility', 'restraint', 'toleration', 'separation', 'reason', 'necessarily', 'cause', 'determination', 'conformity', 'absolutely', 'consequently', 'principle', 'effect', 'certainty', 'belief', 'decision', 'means', 'compulsion', 'conviction']"
needing_1670-1700,"['alleviation', 'vvanting', 'needeth', 'superuous', 'tollerable', 'hospitallty', 'discredits', 'necessitating', 'allurement', 'comparable', 'olwn', 'cannotprithee', 'gallooncoats', 'liquidmines', 'sufficing', 'harers', 'fierdhalf', 'repassable', 'accademial', 'compensated']"
necessary_1670-1700,"['requisite', 'needful', 'reasonable', 'sufficient', 'proper', 'possible', 'required', 'difficult', 'impossible', 'useful', 'convenient', 'profitable', 'subservient', 'needfull', 'certain', 'necessar', 'fitting', 'effectual', 'absolutely', 'prejudicial']"
meed_1670-1700,"['trophie', 'benjam', 'allag', 'iberian', 'calviti', 'drubbs', 'cooksand', 'lillie', 'neriglossorar', 'orangetree', 'transmisso', 'goggling', 'snee', 'dildoe', 'monross', 'pomona', 'lybertyes', 'confidentmr', 'turreff', 'schewe']"
budge_1670-1700,"['budg', 'batchellors', 'foyns', 'foins', 'granadeers', 'fuddle', 'paddle', 'maypole', 'gentlemenushers', 'greyhound', 'halberds', 'ensignbearers', 'budgbatchelors', 'furr', 'excisd', 'finns', 'tugg', 'mullets', 'jumping', 'hoboys']"
waster_1670-1700,"['aldringer', 'hodgpodge', 'nigard', 'praeerantur', 'poisoner', 'numere', 'plutarchc', 'accicidentally', 'buren', 'broxwel', 'brochwell', 'blunderer', 'geraldin', 'parchmina', 'clogrenen', 'improfitable', 'themthis', 'chalka', 'unmakes', 'narrationem']"
speculation_1670-1700,"['speculative', 'speculations', 'notional', 'superficial', 'nicety', 'science', 'abstruse', 'philosophy', 'metaphysical', 'intricate', 'composure', 'contexture', 'reasoning', 'notions', 'mllstones', 'penetration', 'morality', 'metaphysicks', 'coherence', 'mechanical']"
debitum_1670-1700,"['actu', 'voluntas', 'ratione', 'legis', 'judicium', 'sequitur', 'debet', 'factum', 'quoad', 'dictum', 'poenae', 'fieri', 'conditione', 'sensu', 'formam', 'rei', 'modo', 'judicis', 'eo', 'agere']"
debt_1670-1700,"['payment', 'debts', 'arrears', 'debtor', 'creditor', 'forfeiture', 'damages', 'tenant', 'fee', 'wages', 'penalty', 'mortgage', 'costs', 'ransom', 'recognizance', 'lease', 'estate', 'goods', 'reparation', 'ransome']"
expense_1670-1700,"['expenses', 'income', 'expence', 'discount', 'stapleport', 'expences', 'portage', 'coyne', 'incomes', 'woole', 'mogol', 'presen', 'exporting', 'housing', 'workehouse', 'prices', 'percent', 'jackflag', 'pittance', 'cargoes']"
gain_1670-1700,"['advance', 'lose', 'purchase', 'recover', 'obtain', 'gaining', 'support', 'win', 'retrieve', 'procure', 'imploy', 'get', 'secure', 'acquire', 'quit', 'employ', 'regain', 'yield', 'gains', 'possess']"
miser_1670-1700,"['spendthrift', 'cripple', 'grasier', 'sot', 'begger', 'cully', 'clown', 'glutton', 'gamester', 'churl', 'drab', 'drudge', 'bitch', 'usurer', 'beggar', 'slut', 'girle', 'muckworm', 'dolly', 'misers']"
fortune_1670-1700,"['fortunes', 'fate', 'prize', 'misfortune', 'destiny', 'success', 'hopes', 'rival', 'mistress', 'foe', 'valour', 'misfortunes', 'genius', 'hero', 'powr', 'heroe', 'share', 'prowess', 'favorites', 'gallant']"
fortuna_1670-1700,"['unquam', 'fama', 'digna', 'mentem', 'tuis', 'olim', 'frustra', 'virtutis', 'animum', 'istis', 'scit', 'tanta', 'ista', 'isti', 'nunquam', 'tua', 'etsi', 'dedit', 'nondum', 'tuo']"
use_1670-1700,"['choice', 'application', 'using', 'fousages', 'uses', 'practise', 'want', 'used', 'therefore', 'good', 'but', 'exercise', 'understand', 'require', 'serve', 'for', 'observe', 'secondly', 'it', 'only']"
usury_1670-1700,"['vsury', 'exportation', 'payment', 'penalty', 'lending', 'extortion', 'selling', 'exaction', 'buying', 'forfeiture', 'nonpayment', 'reparation', 'taxes', 'borrowing', 'tax', 'cornicularii', 'clipping', 'importation', 'swearing', 'piracy']"
interest_1670-1700,"['security', 'interests', 'reputation', 'safety', 'freedom', 'advantage', 'liberty', 'subjects', 'disadvantage', 'prejudice', 'welfare', 'property', 'rights', 'party', 'defence', 'allies', 'government', 'intrest', 'advancement', 'pretensions']"
temperance_1670-1700,"['sobriety', 'piety', 'gentleness', 'meekness', 'fortitude', 'moderation', 'strictness', 'frugality', 'beneficence', 'magnanimity', 'selfdenial', 'liberality', 'affability', 'chastity', 'humility', 'cleanness', 'fortitudec', 'tenaing', 'mildness', 'selfdenyal']"
consumptioner_1670-1700,"['browny', 'housesso', 'silicei', 'conigne', 'abrumpendum', 'businesshes', 'deducemus', 'chimming', 'tenetque', 'dirst', 'pulvinata', 'angwanegu', 'ducass', 'iiparticular', 'wheloa', 'pennypostmen', 'elongatam', 'guiomaras', 'emittes', 'usethchrysippus']"
